HGNC_ID	Approved_symbol	Approved_name	RefSeq_IDs	UniProt_ID	Ensembl_ID
HGNC:42421	ZBTB20-AS2	ZBTB20 antisense RNA 2			ENSG00000241295
HGNC:42422	ZBTB20-AS3	ZBTB20 antisense RNA 3			ENSG00000239946
HGNC:42423	ZBTB20-AS4	ZBTB20 antisense RNA 4			ENSG00000242767
HGNC:52841	ZBTB20-AS5	ZBTB20 antisense RNA 5			ENSG00000242290
HGNC:13083	ZBTB21	zinc finger and BTB domain containing 21	NM_020727	Q9ULJ3	ENSG00000173276
HGNC:13085	ZBTB22	zinc finger and BTB domain containing 22		O15209	ENSG00000236104
HGNC:21143	ZBTB24	zinc finger and BTB domain containing 24	NM_014797	O43167	ENSG00000112365
HGNC:13112	ZBTB25	zinc finger and BTB domain containing 25	NM_006977	P24278	ENSG00000089775
HGNC:23383	ZBTB26	zinc finger and BTB domain containing 26	NM_020924	Q9HCK0	ENSG00000171448
HGNC:16763	ZBTB32	zinc finger and BTB domain containing 32	NM_014383	Q9Y2Y4	ENSG00000011590
HGNC:16682	ZBTB33	zinc finger and BTB domain containing 33	NM_006777	Q86T24	ENSG00000177485
HGNC:31446	ZBTB34	zinc finger and BTB domain containing 34	NM_001099270	Q8NCN2	ENSG00000177125
HGNC:28365	ZBTB37	zinc finger and BTB domain containing 37	NM_032522	Q5TC79	ENSG00000185278
HGNC:26636	ZBTB38	zinc finger and BTB domain containing 38		Q8NAP3	ENSG00000177311
HGNC:29014	ZBTB39	zinc finger and BTB domain containing 39	NM_014830	O15060	ENSG00000166860
HGNC:29045	ZBTB40	zinc finger and BTB domain containing 40	NM_014870	Q9NUA8	ENSG00000184677
HGNC:41493	ZBTB40-IT1	ZBTB40 intronic transcript 1			ENSG00000237200
HGNC:24819	ZBTB41	zinc finger and BTB domain containing 41	NM_194314	Q5SVQ8	ENSG00000177888
HGNC:32550	ZBTB42	zinc finger and BTB domain containing 42		B2RXF5	ENSG00000179627
HGNC:17908	ZBTB43	zinc finger and BTB domain containing 43	NM_001135776	O43298	ENSG00000169155
HGNC:25001	ZBTB44	zinc finger and BTB domain containing 44	NM_014155	Q8NCP5	ENSG00000196323
HGNC:54265	ZBTB44-DT	ZBTB44 divergent transcript	NR_148980		ENSG00000175773
HGNC:23715	ZBTB45	zinc finger and BTB domain containing 45	NM_032792	Q96K62	ENSG00000119574
HGNC:49227	ZBTB45P1	zinc finger and BTB domain containing 45 pseudogene 1			ENSG00000225108
HGNC:49228	ZBTB45P2	zinc finger and BTB domain containing 45 pseudogene 2			ENSG00000226065
HGNC:16094	ZBTB46	zinc finger and BTB domain containing 46	NM_025224	Q86UZ6	ENSG00000130584
HGNC:40753	ZBTB46-AS1	ZBTB46 antisense RNA 1			ENSG00000231208
HGNC:26955	ZBTB47	zinc finger and BTB domain containing 47	NM_145166	Q9UFB7	ENSG00000114853
HGNC:4930	ZBTB48	zinc finger and BTB domain containing 48	NM_005341	P10074	ENSG00000204859
HGNC:19883	ZBTB49	zinc finger and BTB domain containing 49	NM_145291	Q6ZSB9	ENSG00000168826
HGNC:24277	ZC2HC1A	zinc finger C2HC-type containing 1A	NM_016010	Q96GY0	ENSG00000104427
HGNC:21174	ZC2HC1B	zinc finger C2HC-type containing 1B	NM_001013623	Q5TFG8	ENSG00000118491
HGNC:20354	ZC2HC1C	zinc finger C2HC-type containing 1C	NM_001042430	Q53FD0	ENSG00000119703
HGNC:28972	ZC3H3	zinc finger CCCH-type containing 3	NM_015117	Q8IXZ2	ENSG00000014164
HGNC:17808	ZC3H4	zinc finger CCCH-type containing 4		Q9UPT8	ENSG00000130749
HGNC:24762	ZC3H6	zinc finger CCCH-type containing 6	NM_198581	P61129	ENSG00000188177
HGNC:30959	ZC3H7A	zinc finger CCCH-type containing 7A	NM_014153	Q8IWR0	ENSG00000122299
HGNC:30869	ZC3H7B	zinc finger CCCH-type containing 7B	NM_017590	Q9UGR2	ENSG00000100403
HGNC:30941	ZC3H8	zinc finger CCCH-type containing 8	NM_032494	Q8N5P1	ENSG00000144161
HGNC:25893	ZC3H10	zinc finger CCCH-type containing 10	NM_032786	Q96K80	ENSG00000135482
HGNC:29093	ZC3H11A	zinc finger CCCH-type containing 11A	NM_014827	O75152	ENSG00000058673
HGNC:25659	ZC3H11B	zinc finger CCCH-type containing 11B	NM_001355457	A0A1B0GTU1	ENSG00000215817
HGNC:26259	ZC3H12A	zinc finger CCCH-type containing 12A	NM_025079	Q5D1E8	ENSG00000163874
HGNC:17407	ZC3H12B	zinc finger CCCH-type containing 12B	NM_001010888	Q5HYM0	ENSG00000102053
HGNC:29362	ZC3H12C	zinc finger CCCH-type containing 12C	NM_033390	Q9C0D7	ENSG00000149289
HGNC:21175	ZC3H12D	zinc finger CCCH-type containing 12D	NM_207360	A2A288	ENSG00000178199
HGNC:20368	ZC3H13	zinc finger CCCH-type containing 13	NM_015070	Q5T200	ENSG00000123200
HGNC:20509	ZC3H14	zinc finger CCCH-type containing 14	NM_024824	Q6PJT7	ENSG00000100722
HGNC:29528	ZC3H15	zinc finger CCCH-type containing 15	NM_018471	Q8WU90	ENSG00000065548
HGNC:25091	ZC3H18	zinc finger CCCH-type containing 18	NM_144604	Q86VM9	ENSG00000158545
HGNC:33799	ZC3H18-AS1	ZC3H18 antisense RNA 1 (head to head)			
HGNC:23721	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	NM_020119	Q7Z2W4	ENSG00000105939
HGNC:22423	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	NM_080660	Q96H79	ENSG00000146858
HGNC:29913	ZC3HC1	zinc finger C3HC-type containing 1	NM_016478	Q86WB0	ENSG00000091732
HGNC:24931	ZC4H2	zinc finger C4H2-type containing	NM_018684	Q9NQZ6	ENSG00000126970
HGNC:22916	ZCCHC2	zinc finger CCHC-type containing 2	NM_017742	Q9C0B9	ENSG00000141664
HGNC:16230	ZCCHC3	zinc finger CCHC-type containing 3		Q9NUD5	ENSG00000247315
HGNC:22917	ZCCHC4	zinc finger CCHC-type containing 4		Q9H5U6	ENSG00000168228
HGNC:26209	ZCCHC7	zinc finger CCHC-type containing 7	NM_032226	Q8N3Z6	ENSG00000147905
HGNC:25265	ZCCHC8	zinc finger CCHC-type containing 8	NM_017612	Q6NZY4	ENSG00000033030
HGNC:25424	ZCCHC9	zinc finger CCHC-type containing 9	NM_032280	Q8N567	ENSG00000131732
HGNC:25954	ZCCHC10	zinc finger CCHC-type containing 10	NM_017665	Q8TBK6	ENSG00000155329
HGNC:27273	ZCCHC12	zinc finger CCHC-type containing 12	NM_173798	Q6PEW1	ENSG00000174460
HGNC:31749	ZCCHC13	zinc finger CCHC-type containing 13	NM_203303	Q8WW36	ENSG00000187969
HGNC:24134	ZCCHC14	zinc finger CCHC-type containing 14	NM_015144	Q8WYQ9	ENSG00000140948
HGNC:30246	ZCCHC17	zinc finger CCHC-type containing 17	NM_016505	Q9NP64	ENSG00000121766
HGNC:32459	ZCCHC18	zinc finger CCHC-type containing 18	NM_001143978	P0CG32	ENSG00000166707
HGNC:26911	ZCCHC24	zinc finger CCHC-type containing 24	NM_153367	Q8N2G6	ENSG00000165424
HGNC:29620	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	NM_033114	Q8TBF4	ENSG00000139168
HGNC:54987	ZCRB1P1	ZCRB1 pseudogene 1	NG_022609		
HGNC:23486	ZCWPW1	zinc finger CW-type and PWWP domain containing 1	NM_017984	Q9H0M4	ENSG00000078487
HGNC:23574	ZCWPW2	zinc finger CW-type and PWWP domain containing 2	NM_001040432	Q504Y3	ENSG00000206559
HGNC:29313	ZDBF2	zinc finger DBF-type containing 2	NM_020923	Q9HCK1	ENSG00000204186
HGNC:17916	ZDHHC1	zinc finger DHHC-type containing 1	NM_013304	Q8WTX9	ENSG00000159714
HGNC:18469	ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2	NM_016353	Q9UIJ5	ENSG00000104219
HGNC:18470	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3	NM_016598	Q9NYG2	ENSG00000163812
HGNC:18471	ZDHHC4	zinc finger DHHC-type palmitoyltransferase 4	NM_018106	Q9NPG8	ENSG00000136247
HGNC:39443	ZDHHC4P1	zinc finger DHHC-type containing 4 pseudogene 1	NG_024919		ENSG00000238025
HGNC:18472	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5	NM_015457	Q9C0B5	ENSG00000156599
HGNC:19160	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6	NM_022494	Q9H6R6	ENSG00000023041
HGNC:18459	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7	NM_017740	Q9NXF8	ENSG00000153786
HGNC:18474	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8	NM_013373	Q9ULC8	ENSG00000099904
HGNC:26461	ZDHHC8P1	ZDHHC8 pseudogene 1	NR_003950		ENSG00000133519
HGNC:18475	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9	NM_016032	Q9Y397	ENSG00000188706
HGNC:19158	ZDHHC11	zinc finger DHHC-type containing 11	NM_024786	Q9H8X9	ENSG00000188818
HGNC:32962	ZDHHC11B	zinc finger DHHC-type containing 11B	NM_001351303	P0C7U3	ENSG00000206077
HGNC:19159	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	NM_032799	Q96GR4	ENSG00000160446
HGNC:18413	ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13	NM_019028	Q8IUH4	ENSG00000177054
HGNC:20341	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14	NM_153746	Q8IZN3	ENSG00000175048
HGNC:20342	ZDHHC15	zinc finger DHHC-type palmitoyltransferase 15	NM_144969	Q96MV8	ENSG00000102383
HGNC:20714	ZDHHC16	zinc finger DHHC-type palmitoyltransferase 16	NM_032327	Q969W1	ENSG00000171307
HGNC:18412	ZDHHC17	zinc finger DHHC-type palmitoyltransferase 17	NM_015336	Q8IUH5	ENSG00000186908
HGNC:20712	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18	NM_032283	Q9NUE0	ENSG00000204160
HGNC:20713	ZDHHC19	zinc finger DHHC-type palmitoyltransferase 19	NM_144637	Q8WVZ1	ENSG00000163958
HGNC:20749	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20	NM_153251	Q5W0Z9	ENSG00000180776
HGNC:39900	ZDHHC20-IT1	ZDHHC20 intronic transcript 1			ENSG00000236953
HGNC:33456	ZDHHC20P1	zinc finger DHHC-type containing 20 pseudogene 1			ENSG00000233916
HGNC:33457	ZDHHC20P2	zinc finger DHHC-type containing 20 pseudogene 2			ENSG00000223702
HGNC:39775	ZDHHC20P3	zinc finger DHHC-type containing 20 pseudogene 3			ENSG00000255460
HGNC:39776	ZDHHC20P4	zinc finger DHHC-type containing 20 pseudogene 4			ENSG00000232380
HGNC:20750	ZDHHC21	zinc finger DHHC-type palmitoyltransferase 21	NM_178566	Q8IVQ6	ENSG00000175893
HGNC:20106	ZDHHC22	zinc finger DHHC-type palmitoyltransferase 22	NM_174976	Q8N966	ENSG00000177108
HGNC:28654	ZDHHC23	zinc finger DHHC-type palmitoyltransferase 23	NM_173570	Q8IYP9	ENSG00000184307
HGNC:27387	ZDHHC24	zinc finger DHHC-type containing 24	NM_207340	Q6UX98	ENSG00000174165
HGNC:11642	ZEB1	zinc finger E-box binding homeobox 1	NM_030751	P37275	ENSG00000148516
HGNC:42354	ZEB1-AS1	ZEB1 antisense RNA 1	NR_024284		ENSG00000237036
HGNC:14881	ZEB2	zinc finger E-box binding homeobox 2	NM_014795	O60315	ENSG00000169554
HGNC:37149	ZEB2-AS1	ZEB2 antisense RNA 1	NR_040248		ENSG00000238057
HGNC:33346	ZEB2P1	zinc finger E-box binding homeobox 2 pseudogene 1			ENSG00000249506
HGNC:53967	ZEBTR	ZEB1 transcriptional regulator RNA			
HGNC:30960	ZER1	zyg-11 related cell cycle regulator	NM_006336	Q7Z7L7	ENSG00000160445
HGNC:25858	ZFAND1	zinc finger AN1-type containing 1	NM_024699	Q8TCF1	ENSG00000104231
HGNC:28073	ZFAND2A	zinc finger AN1-type containing 2A	NM_182491	Q8N6M9	ENSG00000178381
HGNC:41187	ZFAND2A-DT	ZFAND2A divergent transcript	NR_110065		
HGNC:25206	ZFAND2B	zinc finger AN1-type containing 2B	NM_138802	Q8WV99	ENSG00000158552
HGNC:18019	ZFAND3	zinc finger AN1-type containing 3	NM_021943	Q9H8U3	ENSG00000156639
HGNC:23504	ZFAND4	zinc finger AN1-type containing 4	NM_174890	Q86XD8	ENSG00000172671
HGNC:13008	ZFAND5	zinc finger AN1-type containing 5		O76080	ENSG00000107372
HGNC:30164	ZFAND6	zinc finger AN1-type containing 6	NM_019006	Q6FIF0	ENSG00000086666
HGNC:42978	ZFAND6P1	zinc finger AN1-type containing 6 pseudogene 1	NG_029329		ENSG00000244213
HGNC:33101	ZFAS1	ZNFX1 antisense RNA 1	NR_003604		ENSG00000177410
HGNC:19899	ZFAT	zinc finger and AT-hook domain containing	NM_001029939	Q9P243	ENSG00000066827
HGNC:33992	ZFAT-AS1	ZFAT antisense RNA 1	NR_002438		ENSG00000248492
HGNC:28328	ZFC3H1	zinc finger C3H1-type containing	NM_144982	O60293	ENSG00000133858
HGNC:20152	ZFHX2	zinc finger homeobox 2	NM_014894	Q9C0A1	ENSG00000136367
HGNC:52658	ZFHX2-AS1	ZFHX2 antisense RNA 1			ENSG00000157306
HGNC:777	ZFHX3	zinc finger homeobox 3	NM_006885	Q15911	ENSG00000140836
HGNC:30939	ZFHX4	zinc finger homeobox 4	NM_024721	Q86UP3	ENSG00000091656
HGNC:44165	ZFHX4-AS1	ZFHX4 antisense RNA 1	NR_024360		ENSG00000253661
HGNC:23328	ZFP1	ZFP1 zinc finger protein	NM_153688	Q6P2D0	ENSG00000184517
HGNC:26138	ZFP2	ZFP2 zinc finger protein	NM_030613	Q6ZN57	ENSG00000198939
HGNC:12861	ZFP3	ZFP3 zinc finger protein	NM_153018	Q96NJ6	ENSG00000180787
HGNC:29312	ZFP14	ZFP14 zinc finger protein	NM_020917	Q9HCL3	ENSG00000142065
HGNC:17801	ZFP28	ZFP28 zinc finger protein	NM_020828	Q8NHY6	ENSG00000196867
HGNC:29555	ZFP30	ZFP30 zinc finger protein	NM_014898	Q9Y2G7	ENSG00000120784
HGNC:12862	ZFP36	ZFP36 ring finger protein		P26651	ENSG00000128016
HGNC:1107	ZFP36L1	ZFP36 ring finger protein like 1		Q07352	ENSG00000185650
HGNC:1108	ZFP36L2	ZFP36 ring finger protein like 2	NM_006887	P47974	ENSG00000152518
HGNC:12863	ZFP37	ZFP37 zinc finger protein	NM_003408	Q9Y6Q3	ENSG00000136866
HGNC:26786	ZFP41	ZFP41 zinc finger protein	NM_173832	Q8N8Y5	ENSG00000181638
HGNC:30949	ZFP42	ZFP42 zinc finger protein	NM_174900	Q96MM3	ENSG00000179059
HGNC:18791	ZFP57	ZFP57 zinc finger protein	NM_001109809	Q9NU63	ENSG00000204644
HGNC:23241	ZFP62	ZFP62 zinc finger protein	NM_152283	Q8NB50	ENSG00000196670
HGNC:15940	ZFP64	ZFP64 zinc finger protein	NM_018197	Q9NTW7	ENSG00000020256
HGNC:19820	ZFP64P1	ZFP64 zinc finger protein pseudogene 1	NG_002504		ENSG00000258491
HGNC:24708	ZFP69	ZFP69 zinc finger protein	NM_198494	Q49AA0	ENSG00000187815
HGNC:28053	ZFP69B	ZFP69 zinc finger protein B	NM_023070	Q9UJL9	ENSG00000187801
HGNC:28682	ZFP82	ZFP82 zinc finger protein	NM_133466	Q8N141	ENSG00000181007
HGNC:23329	ZFP90	ZFP90 zinc finger protein	NM_133458	Q8TF47	ENSG00000184939
HGNC:14983	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase	NM_053023	Q96JP5	ENSG00000186660
HGNC:33441	ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)	NR_024091		ENSG00000255073
HGNC:54652	ZFP91P1	ZFP91 pseudogene 1	NG_008366		ENSG00000274010
HGNC:12865	ZFP92	ZFP92 zinc finger protein		A6NM28	ENSG00000189420
HGNC:12868	ZFPL1	zinc finger protein like 1	NM_006782	O95159	ENSG00000162300
HGNC:19762	ZFPM1	zinc finger protein, FOG family member 1		Q8IX07	ENSG00000179588
HGNC:16700	ZFPM2	zinc finger protein, FOG family member 2		Q8WW38	ENSG00000169946
HGNC:50698	ZFPM2-AS1	ZFPM2 antisense RNA 1	NR_125796		ENSG00000251003
HGNC:17277	ZFR	zinc finger RNA binding protein		Q96KR1	ENSG00000056097
HGNC:29189	ZFR2	zinc finger RNA binding protein 2	NM_015174	Q9UPR6	ENSG00000105278
HGNC:38030	ZFRP1	zinc finger RNA binding protein pseudogene 1			ENSG00000234570
HGNC:12869	ZFX	zinc finger protein X-linked	NM_003410	P17010	ENSG00000005889
HGNC:40617	ZFX-AS1	ZFX antisense RNA 1			ENSG00000234230
HGNC:12870	ZFY	zinc finger protein Y-linked	NM_003411	P08048	ENSG00000067646
HGNC:38798	ZFY-AS1	ZFY antisense RNA 1			ENSG00000233070
HGNC:13180	ZFYVE1	zinc finger FYVE-type containing 1	NM_021260	Q9HBF4	ENSG00000165861
HGNC:6775	ZFYVE9	zinc finger FYVE-type containing 9	NM_007324	O95405	ENSG00000157077
HGNC:33359	ZFYVE9P1	zinc finger FYVE-type containing 9 pseudogene 1	NG_022707		ENSG00000229562
HGNC:39046	ZFYVE9P2	zinc finger FYVE-type containing 9 pseudogene 2			ENSG00000214843
HGNC:20756	ZFYVE16	zinc finger FYVE-type containing 16	NM_014733	Q7Z3T8	ENSG00000039319
HGNC:20758	ZFYVE19	zinc finger FYVE-type containing 19	NM_032850	Q96K21	ENSG00000166140
HGNC:20760	ZFYVE21	zinc finger FYVE-type containing 21	NM_024071	Q9BQ24	ENSG00000100711
HGNC:20761	ZFYVE26	zinc finger FYVE-type containing 26	NM_015346	Q68DK2	ENSG00000072121
HGNC:26559	ZFYVE27	zinc finger FYVE-type containing 27	NM_144588	Q5T4F4	ENSG00000155256
HGNC:29334	ZFYVE28	zinc finger FYVE-type containing 28	NM_001172659	Q9HCC9	ENSG00000159733
HGNC:30961	ZG16	zymogen granule protein 16	NM_152338	O60844	ENSG00000174992
HGNC:30456	ZG16B	zymogen granule protein 16B	NM_145252	Q96DA0	ENSG00000162078
HGNC:37245	ZGLP1	zinc finger GATA like protein 1	NM_001103167	P0C6A0	ENSG00000220201
HGNC:15948	ZGPAT	zinc finger CCCH-type and G-patch domain containing	NM_181484	Q8N5A5	ENSG00000197114
HGNC:25654	ZGRF1	zinc finger GRF-type containing 1	NM_018392	Q86YA3	ENSG00000138658
HGNC:12871	ZHX1	zinc fingers and homeoboxes 1		Q9UKY1	ENSG00000165156
HGNC:42975	ZHX1-C8orf76	ZHX1-C8orf76 readthrough		Q96EF9	ENSG00000259305
HGNC:18513	ZHX2	zinc fingers and homeoboxes 2	NM_014943	Q9Y6X8	ENSG00000178764
HGNC:15935	ZHX3	zinc fingers and homeoboxes 3	NM_015035	Q9H4I2	ENSG00000174306
HGNC:12872	ZIC1	Zic family member 1	NM_003412	Q15915	ENSG00000152977
HGNC:12873	ZIC2	Zic family member 2	NM_007129	O95409	ENSG00000043355
HGNC:12874	ZIC3	Zic family member 3		O60481	ENSG00000156925
HGNC:20393	ZIC4	Zic family member 4		Q8N9L1	ENSG00000174963
HGNC:40920	ZIC4-AS1	ZIC4 antisense RNA 1			ENSG00000241202
HGNC:20322	ZIC5	Zic family member 5	NM_033132	Q96T25	ENSG00000139800
HGNC:33104	ZIK1	zinc finger protein interacting with K protein 1	NM_001010879	Q3SY52	ENSG00000171649
HGNC:38031	ZIK1P1	zinc finger protein interacting with K protein 1 pseudogene 1			ENSG00000237426
HGNC:12875	ZIM2	zinc finger imprinted 2		Q9NZV7	ENSG00000269699
HGNC:51304	ZIM2-AS1	ZIM2 antisense RNA 1	NR_110744		ENSG00000269793
HGNC:16366	ZIM3	zinc finger imprinted 3		Q96PE6	ENSG00000141946
HGNC:13101	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	NM_003439	P17029	ENSG00000106261
HGNC:25677	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	NM_001012981	Q63HK3	ENSG00000155592
HGNC:53912	ZKSCAN2-DT	ZKSCAN2 divergent transcript			ENSG00000274925
HGNC:13853	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	NM_024493	Q9BRR0	ENSG00000189298
HGNC:13854	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	NM_019110	Q969J2	ENSG00000187626
HGNC:12867	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	NM_014569	Q9Y2L8	ENSG00000196652
HGNC:12955	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	NM_018651	Q9P0L1	ENSG00000196345
HGNC:53964	ZKSCAN7-AS1	ZKSCAN7 ZNF cluster antisense RNA 1			ENSG00000236869
HGNC:49867	ZKSCAN7P1	zinc finger with KRAB and SCAN domains 7 pseudogene 1			ENSG00000256138
HGNC:12983	ZKSCAN8	zinc finger with KRAB and SCAN domains 8		Q15776	ENSG00000198315
HGNC:29377	ZMAT1	zinc finger matrin-type 1		Q5H9K5	ENSG00000166432
HGNC:26433	ZMAT2	zinc finger matrin-type 2	NM_144723	Q96NC0	ENSG00000146007
HGNC:29983	ZMAT3	zinc finger matrin-type 3	NM_152240	Q9HA38	ENSG00000172667
HGNC:25844	ZMAT4	zinc finger matrin-type 4	NM_024645	Q9H898	ENSG00000165061
HGNC:28046	ZMAT5	zinc finger matrin-type 5	NM_019103	Q9UDW3	ENSG00000100319
HGNC:16493	ZMIZ1	zinc finger MIZ-type containing 1	NM_020338	Q9ULJ6	ENSG00000108175
HGNC:27433	ZMIZ1-AS1	ZMIZ1 antisense RNA 1	NR_024431		ENSG00000224596
HGNC:22229	ZMIZ2	zinc finger MIZ-type containing 2	NM_031449	Q8NF64	ENSG00000122515
HGNC:12877	ZMPSTE24	zinc metallopeptidase STE24		O75844	ENSG00000084073
HGNC:26253	ZMYM1	zinc finger MYM-type containing 1	NM_024772	Q5SVZ6	ENSG00000197056
HGNC:12989	ZMYM2	zinc finger MYM-type containing 2	NM_003453	Q9UBW7	ENSG00000121741
HGNC:13054	ZMYM3	zinc finger MYM-type containing 3	NM_201599	Q14202	ENSG00000147130
HGNC:13055	ZMYM4	zinc finger MYM-type containing 4	NM_005095	Q5VZL5	ENSG00000146463
HGNC:40624	ZMYM4-AS1	ZMYM4 antisense RNA 1			ENSG00000227409
HGNC:13029	ZMYM5	zinc finger MYM-type containing 5	NM_014242	Q9UJ78	ENSG00000132950
HGNC:13050	ZMYM6	zinc finger MYM-type containing 6	NM_007167	O95789	ENSG00000163867
HGNC:9397	ZMYND8	zinc finger MYND-type containing 8	NM_183047	Q9ULU4	ENSG00000101040
HGNC:19412	ZMYND10	zinc finger MYND-type containing 10	NM_015896	O75800	ENSG00000004838
HGNC:40890	ZMYND10-AS1	ZMYND10 antisense RNA 1			ENSG00000235058
HGNC:16966	ZMYND11	zinc finger MYND-type containing 11	NM_006624	Q15326	ENSG00000015171
HGNC:21192	ZMYND12	zinc finger MYND-type containing 12	NM_032257	Q9H0C1	ENSG00000066185
HGNC:20997	ZMYND15	zinc finger MYND-type containing 15	NM_032265	Q9H091	ENSG00000141497
HGNC:21146	ZMYND19	zinc finger MYND-type containing 19	NM_138462	Q96E35	ENSG00000165724
HGNC:44540	ZMYND19P1	zinc finger MYND-type containing 19 pseudogene 1			ENSG00000258917
HGNC:12991	ZNF2	zinc finger protein 2	NM_021088	Q9BSG1	ENSG00000275111
HGNC:13089	ZNF3	zinc finger protein 3	NM_017715	P17036	ENSG00000166526
HGNC:13139	ZNF7	zinc finger protein 7	NM_003416	P17097	ENSG00000147789
HGNC:13154	ZNF8	zinc finger protein 8	NM_021089	P17098	ENSG00000278129
HGNC:12879	ZNF10	zinc finger protein 10	NM_015394	P21506	ENSG00000256223
HGNC:12902	ZNF12	zinc finger protein 12	NM_016265	P17014	ENSG00000164631
HGNC:12924	ZNF14	zinc finger protein 14	NM_021030	P17017	ENSG00000105708
HGNC:12947	ZNF16	zinc finger protein 16	NM_006958	P17020	ENSG00000170631
HGNC:12958	ZNF17	zinc finger protein 17	NM_006959	P17021	ENSG00000186272
HGNC:12969	ZNF18	zinc finger protein 18	NM_001303282	P17022	ENSG00000154957
HGNC:12981	ZNF19	zinc finger protein 19	NM_006961	P17023	ENSG00000157429
HGNC:12992	ZNF20	zinc finger protein 20	NM_021143	P17024	ENSG00000132010
HGNC:13012	ZNF22	zinc finger protein 22	NM_006963	P17026	ENSG00000165512
HGNC:23509	ZNF22-AS1	ZNF22 antisense RNA 1	NR_126421	Q5T742	ENSG00000165511
HGNC:13023	ZNF23	zinc finger protein 23	NM_145911	P17027	ENSG00000167377
HGNC:13032	ZNF24	zinc finger protein 24	NM_006965	P17028	ENSG00000172466
HGNC:13043	ZNF25	zinc finger protein 25	NM_145011, NM_006966	P17030	ENSG00000175395
HGNC:54109	ZNF25-DT	ZNF25 divergent transcript			ENSG00000226447
HGNC:13053	ZNF26	zinc finger protein 26	NM_019591	P17031	ENSG00000198393
HGNC:13073	ZNF28	zinc finger protein 28	NM_006969	P17035	ENSG00000198538
HGNC:13080	ZNF29P	zinc finger protein 29, pseudogene	NG_007542		ENSG00000108452
HGNC:13090	ZNF30	zinc finger protein 30	NM_194325	P17039	ENSG00000168661
HGNC:51179	ZNF30-AS1	ZNF30 antisense RNA 1	NR_110749		ENSG00000270876
HGNC:13095	ZNF32	zinc finger protein 32	NM_006973	P17041	ENSG00000169740
HGNC:23577	ZNF32-AS1	ZNF32 antisense RNA 1			ENSG00000226245
HGNC:23593	ZNF32-AS2	ZNF32 antisense RNA 2			ENSG00000230565
HGNC:23583	ZNF32-AS3	ZNF32 antisense RNA 3			ENSG00000223910
HGNC:13096	ZNF33A	zinc finger protein 33A	NM_006974	Q06730	ENSG00000189180
HGNC:13097	ZNF33B	zinc finger protein 33B	NM_006955	Q06732	ENSG00000196693
HGNC:44975	ZNF33BP1	zinc finger protein 33B pseudogene 1			ENSG00000225192
HGNC:30957	ZNF33CP	zinc finger protein 33C, pseudogene	NG_002659		ENSG00000235197
HGNC:13098	ZNF34	zinc finger protein 34	NM_030580	Q8IZ26	ENSG00000196378
HGNC:13099	ZNF35	zinc finger protein 35	NM_003420	P13682	ENSG00000169981
HGNC:13102	ZNF37A	zinc finger protein 37A	NM_003421	P17032	ENSG00000075407
HGNC:13103	ZNF37BP	zinc finger protein 37B, pseudogene	NR_026777		ENSG00000234420
HGNC:29445	ZNF37CP	zinc finger protein 37C, pseudogene	NG_002660		ENSG00000151963
HGNC:13107	ZNF41	zinc finger protein 41	NM_153380	P51814	ENSG00000147124
HGNC:13109	ZNF43	zinc finger protein 43	NM_003423	P17038	ENSG00000198521
HGNC:13110	ZNF44	zinc finger protein 44	NM_016264	P15621	ENSG00000197857
HGNC:13111	ZNF45	zinc finger protein 45	NM_003425	Q02386	ENSG00000124459
HGNC:13114	ZNF48	zinc finger protein 48	NM_152652	Q96MX3	ENSG00000180035
HGNC:13124	ZNF56	zinc finger protein 56	NM_001355194	Q15929	ENSG00000267419
HGNC:13125	ZNF57	zinc finger protein 57	NM_173480	Q68EA5	ENSG00000171970
HGNC:13135	ZNF66	zinc finger protein 66	NM_001355197	Q6ZN08	ENSG00000160229
HGNC:13138	ZNF69	zinc finger protein 69	NM_021915	Q9UC07	ENSG00000198429
HGNC:13140	ZNF70	zinc finger protein 70	NM_021916	Q9UC06	ENSG00000187792
HGNC:13846	ZNF70P1	zinc finger protein 70 pseudogene 1	NG_025932		ENSG00000225463
